job_title,education_level,experience_years,skills_count,industry,company_size,location,remote_work,certifications,salary
Statistician,High School,13,16,Technology,Startup,Australia,Hybrid,5,109196
Data Scientist,Bachelor,2,4,Finance,Medium,Germany,Hybrid,2,115019
Systems analyst,High School,7,4,Education,Enterprise,Germany,Yes,3,132221
Actuary,PhD,11,9,Telecom,Small,Canada,No,4,191763
Financial modeler,PhD,0,7,Manufacturing,Startup,Canada,No,2,130955
Cybersecurity Analyst,Master,0,19,Healthcare,Small,Singapore,Yes,2,120141
Cybersecurity Analyst,Master,9,6,Retail,Medium,Singapore,Yes,4,148793
Operations research analyst,High School,8,17,Manufacturing,Enterprise,Netherlands,Hybrid,4,182700
Cybersecurity Analyst,Bachelor,12,13,Manufacturing,Startup,Germany,Hybrid,0,139179
AI researcher,High School,18,19,Government,Small,Remote,Hybrid,2,138297
Cybersecurity Analyst,Diploma,8,12,Telecom,Startup,Sweden,Hybrid,4,125309
Data Analyst,PhD,16,1,Retail,Large,Singapore,Yes,0,147560
Statistician,Bachelor,18,6,Healthcare,Medium,Singapore,Yes,2,125958
Systems analyst,High School,0,18,Healthcare,Small,Canada,Yes,1,99783
Statistician,Master,13,3,Retail,Large,Australia,No,3,140930
Data Analyst,Master,7,13,Education,Startup,Australia,Yes,0,98134
Data Analyst,Master,0,9,Healthcare,Medium,Remote,Yes,5,100890
Systems analyst,High School,12,3,Healthcare,Medium,India,Hybrid,4,80758
Math teacher,Bachelor,14,5,Consulting,Medium,UK,No,3,176840
Actuary,Bachelor,12,15,Healthcare,Medium,Sweden,Yes,0,152539
Financial modeler,PhD,10,7,Finance,Medium,Australia,Yes,1,160364
Risk analyst,Diploma,18,2,Consulting,Medium,UK,No,4,168204
Software Engineer,PhD,7,11,Education,Startup,Remote,Hybrid,0,116533
Actuary,PhD,2,12,Manufacturing,Medium,Singapore,Hybrid,0,138980
AI researcher,Diploma,10,8,Healthcare,Enterprise,Australia,No,2,136715
Systems analyst,Diploma,15,3,Consulting,Enterprise,Netherlands,Hybrid,3,145619
Data Scientist,PhD,17,9,Government,Startup,India,Hybrid,3,106885
Financial modeler,PhD,9,10,Healthcare,Medium,India,No,2,104859
Systems analyst,Diploma,13,3,Government,Startup,India,No,0,71195
Systems analyst,High School,12,2,Technology,Medium,Remote,No,0,104943
Actuary,High School,8,18,Retail,Large,Canada,Yes,3,190405
Data Scientist,Diploma,20,7,Education,Large,Netherlands,Yes,0,169595
Operations research analyst,Master,20,8,Consulting,Medium,Remote,Yes,3,200947
Cybersecurity Analyst,Diploma,13,3,Finance,Enterprise,India,Yes,5,117203
Financial modeler,Diploma,10,18,Government,Large,Singapore,Hybrid,4,154659
AI researcher,PhD,13,9,Finance,Startup,Canada,No,0,154599
AI researcher,Diploma,7,17,Education,Large,Netherlands,Hybrid,4,130039
Operations research analyst,PhD,18,5,Consulting,Large,Netherlands,No,2,208116
Operations research analyst,Bachelor,8,12,Retail,Startup,Sweden,Yes,5,161519
Software Engineer,High School,20,18,Retail,Enterprise,Sweden,Yes,1,181806
Data Analyst,Master,18,3,Government,Medium,Canada,No,5,161535
Math teacher,Master,2,9,Finance,Enterprise,India,Yes,4,118535
Risk analyst,High School,19,5,Technology,Enterprise,Sweden,Hybrid,1,174134
Systems analyst,Diploma,15,3,Education,Small,Netherlands,Yes,0,119728
Systems analyst,Bachelor,9,3,Media,Large,Germany,No,4,133471
Statistician,Master,7,5,Government,Medium,Remote,No,5,112781
Statistician,Master,6,15,Government,Enterprise,Remote,Yes,1,129935
Risk analyst,Master,7,12,Manufacturing,Enterprise,USA,Yes,0,223200
Operations research analyst,PhD,5,16,Consulting,Small,Germany,Hybrid,1,181928
Systems analyst,Diploma,20,5,Education,Startup,Netherlands,No,4,122267
Financial modeler,PhD,17,3,Education,Enterprise,Germany,Yes,1,224287
Risk analyst,Diploma,9,15,Telecom,Startup,Remote,Yes,4,128091
Math teacher,Diploma,4,13,Education,Large,Germany,Hybrid,2,145760
Math teacher,High School,7,1,Government,Enterprise,Netherlands,No,4,137275
Actuary,Bachelor,0,17,Manufacturing,Medium,USA,Yes,4,178631
Risk analyst,Master,8,5,Manufacturing,Large,USA,Yes,2,206624
Software Engineer,Master,0,7,Technology,Medium,Sweden,Hybrid,0,116201
AI researcher,High School,6,19,Healthcare,Startup,Netherlands,Hybrid,5,100186
Actuary,Bachelor,20,14,Consulting,Large,India,Hybrid,1,135058
Data Analyst,Diploma,17,8,Education,Startup,Remote,Yes,3,114046
Cybersecurity Analyst,PhD,16,18,Government,Large,USA,Yes,2,259274
Data Scientist,PhD,20,3,Retail,Small,Canada,Yes,4,201523
Software Engineer,Master,16,3,Healthcare,Startup,USA,Hybrid,2,170631
Math teacher,Master,3,4,Consulting,Large,Remote,Hybrid,4,135529
Financial modeler,PhD,9,14,Finance,Startup,Remote,Yes,5,154038
Financial modeler,PhD,2,8,Media,Startup,Germany,Hybrid,3,128537
Actuary,PhD,12,16,Technology,Medium,USA,No,2,227690
Data Analyst,Bachelor,2,2,Media,Enterprise,Netherlands,Yes,1,100480
Systems analyst,Diploma,8,9,Healthcare,Enterprise,Sweden,No,1,122755
Risk analyst,PhD,2,7,Healthcare,Startup,India,Hybrid,2,89233
Data Scientist,Bachelor,7,2,Government,Small,Singapore,No,0,103177
Risk analyst,Diploma,14,17,Government,Startup,Remote,Hybrid,0,126207
Statistician,Diploma,17,4,Telecom,Startup,India,Hybrid,3,70130
Data Analyst,High School,5,18,Finance,Enterprise,Singapore,No,3,114055
Data Analyst,High School,8,11,Manufacturing,Medium,Canada,No,5,120966
Math teacher,High School,11,16,Manufacturing,Large,Remote,Hybrid,5,165900
Systems analyst,Master,20,13,Government,Small,Netherlands,Hybrid,2,142069
AI researcher,Master,6,15,Media,Large,Sweden,Hybrid,2,138453
Software Engineer,Master,4,7,Healthcare,Small,Sweden,Hybrid,4,114766
Operations research analyst,High School,2,8,Manufacturing,Small,Canada,No,3,143514
Software Engineer,Diploma,4,12,Finance,Small,Sweden,Yes,2,102462
Operations research analyst,PhD,3,3,Retail,Enterprise,Canada,No,3,216678
Cybersecurity Analyst,Diploma,0,2,Manufacturing,Small,Remote,No,4,90684
Math teacher,Diploma,8,7,Finance,Enterprise,Australia,No,5,160768
Operations research analyst,High School,1,10,Technology,Startup,Netherlands,No,2,107123
Data Scientist,Diploma,11,16,Education,Large,Remote,Yes,3,157060
Risk analyst,Bachelor,15,3,Technology,Startup,Germany,Yes,1,146582
Data Analyst,Diploma,5,18,Telecom,Enterprise,UK,Yes,1,125269
AI researcher,Bachelor,19,12,Consulting,Small,Australia,Yes,0,139658
Systems analyst,High School,19,4,Manufacturing,Large,UK,Yes,5,171751
Statistician,Master,12,6,Government,Startup,Netherlands,Yes,4,110956
Financial modeler,High School,10,15,Finance,Small,Singapore,Yes,5,137354
Data Analyst,Bachelor,15,13,Consulting,Small,Canada,Hybrid,0,123647
AI researcher,High School,10,10,Consulting,Medium,Singapore,Hybrid,5,118799
Statistician,Master,7,7,Manufacturing,Small,Sweden,Yes,1,102909
Risk analyst,PhD,9,5,Finance,Small,Sweden,Yes,4,140125
Math teacher,PhD,19,17,Media,Small,UK,No,0,201139
AI researcher,Diploma,0,18,Education,Medium,Germany,Yes,4,118139
Statistician,Master,15,9,Telecom,Enterprise,USA,Hybrid,0,191410
Data Analyst,High School,14,1,Technology,Small,Sweden,Hybrid,2,92439
AI researcher,Bachelor,16,13,Technology,Medium,USA,No,4,187818
Data Analyst,High School,5,12,Telecom,Enterprise,Sweden,Yes,3,111437
Risk analyst,Bachelor,10,17,Government,Small,India,Yes,4,101852
Operations research analyst,Diploma,5,6,Education,Large,Netherlands,Hybrid,1,147194
Math teacher,Master,10,16,Education,Large,USA,Hybrid,3,217575
Operations research analyst,Bachelor,13,2,Healthcare,Startup,Remote,No,0,136567
Cybersecurity Analyst,High School,18,13,Manufacturing,Medium,Germany,Yes,2,163185
Data Scientist,Diploma,13,12,Retail,Small,USA,Hybrid,3,175917
Systems analyst,Diploma,6,13,Technology,Small,Singapore,Hybrid,2,101703
Software Engineer,Bachelor,13,2,Retail,Small,Netherlands,No,3,121003
Data Analyst,Bachelor,13,14,Retail,Small,Remote,Yes,2,117141
AI researcher,High School,18,16,Consulting,Enterprise,Germany,Yes,4,189601
Software Engineer,PhD,20,17,Education,Startup,Singapore,Hybrid,0,154239
Financial modeler,PhD,1,18,Media,Large,Singapore,Hybrid,5,160460
Software Engineer,High School,0,7,Technology,Enterprise,Sweden,No,5,104114
Statistician,Master,5,16,Retail,Medium,India,No,0,80434
Systems analyst,Master,7,19,Telecom,Enterprise,Canada,Yes,4,194987
Operations research analyst,High School,15,1,Consulting,Small,Remote,Hybrid,1,138559
Math teacher,PhD,13,16,Telecom,Large,Germany,Hybrid,4,211598
AI researcher,Master,5,16,Telecom,Medium,Sweden,Yes,4,134243
Systems analyst,Bachelor,12,18,Finance,Small,India,Yes,1,81585
Cybersecurity Analyst,Bachelor,17,6,Healthcare,Enterprise,Singapore,Yes,3,186766
Data Scientist,Diploma,7,8,Telecom,Large,Germany,Yes,3,144373
Systems analyst,Bachelor,13,3,Media,Startup,Germany,Hybrid,3,122789
Statistician,Bachelor,14,19,Media,Large,UK,Hybrid,0,159017
Data Analyst,Master,14,11,Manufacturing,Large,India,Hybrid,4,109161
Data Analyst,PhD,6,19,Media,Enterprise,Singapore,Yes,2,152591
Data Analyst,Bachelor,12,12,Education,Large,Canada,No,3,150546
Data Scientist,High School,2,10,Education,Large,Remote,Yes,0,109048
AI researcher,Bachelor,16,18,Government,Medium,India,Hybrid,2,101245
AI researcher,Master,13,16,Telecom,Medium,UK,No,0,159332
Software Engineer,Master,7,8,Finance,Medium,Remote,Yes,4,133086
Systems analyst,High School,3,2,Government,Small,Canada,Hybrid,3,99333
Operations research analyst,High School,20,17,Telecom,Medium,India,No,3,132318
Data Scientist,Master,11,9,Technology,Large,UK,Hybrid,2,178012
Math teacher,Bachelor,2,18,Finance,Medium,Australia,No,4,147272
Risk analyst,Master,4,19,Manufacturing,Medium,Germany,Yes,1,152189
Statistician,Bachelor,0,18,Healthcare,Startup,India,Hybrid,3,55076
Statistician,Bachelor,12,10,Finance,Enterprise,Australia,No,4,137097
Math teacher,PhD,3,13,Telecom,Medium,USA,Yes,3,193986
Data Analyst,Master,3,10,Technology,Medium,Germany,No,5,118504
AI researcher,Bachelor,12,8,Telecom,Enterprise,UK,Hybrid,1,172305
Software Engineer,Bachelor,2,17,Telecom,Startup,Australia,No,1,95545
Data Scientist,Bachelor,18,5,Government,Large,USA,Hybrid,4,213089
Software Engineer,Master,0,13,Technology,Medium,Singapore,Hybrid,4,125038
Operations research analyst,Diploma,3,8,Education,Startup,India,No,5,92630
Financial modeler,Diploma,17,13,Government,Medium,Germany,Hybrid,4,167533
Operations research analyst,Bachelor,20,1,Retail,Startup,UK,Yes,0,177168
AI researcher,High School,2,12,Healthcare,Startup,India,Hybrid,5,62193
Actuary,Bachelor,11,18,Healthcare,Small,Remote,No,3,148175
Math teacher,Master,16,14,Finance,Enterprise,Canada,Yes,4,257259
Actuary,Master,20,5,Finance,Enterprise,Sweden,Hybrid,3,212129
Risk analyst,High School,6,4,Manufacturing,Startup,Remote,No,1,104853
Statistician,PhD,12,13,Government,Large,Germany,Yes,0,162209
Operations research analyst,Master,2,14,Consulting,Startup,Netherlands,No,2,133350
Financial modeler,High School,17,8,Education,Enterprise,Sweden,Yes,4,181298
Data Analyst,High School,5,18,Telecom,Medium,Germany,Hybrid,5,116080
Data Analyst,PhD,3,8,Education,Enterprise,USA,Hybrid,5,169922
Software Engineer,High School,14,18,Education,Enterprise,Australia,Yes,3,179352
Cybersecurity Analyst,Bachelor,17,19,Manufacturing,Startup,Canada,No,3,174954
Systems analyst,Bachelor,7,15,Education,Enterprise,India,No,0,97296
Financial modeler,Master,16,13,Manufacturing,Startup,Germany,Yes,5,168965
Financial modeler,Bachelor,9,10,Telecom,Large,Singapore,No,5,140815
AI researcher,Bachelor,20,3,Retail,Medium,Remote,Yes,5,154519
Software Engineer,Bachelor,14,6,Technology,Medium,Germany,Hybrid,3,149550
Operations research analyst,Bachelor,20,12,Education,Large,USA,Yes,2,263572
AI researcher,Diploma,13,6,Technology,Startup,USA,Yes,3,157226
Data Analyst,PhD,11,2,Education,Large,USA,Yes,2,176747
Financial modeler,Master,13,18,Finance,Small,Sweden,No,4,153328
Systems analyst,PhD,15,16,Media,Medium,USA,Yes,5,217382
Cybersecurity Analyst,PhD,11,16,Consulting,Medium,Canada,No,3,191907
Cybersecurity Analyst,High School,13,2,Manufacturing,Large,UK,Yes,1,167099
Financial modeler,PhD,3,5,Media,Enterprise,UK,Hybrid,2,178856
Operations research analyst,PhD,7,10,Manufacturing,Enterprise,Australia,Hybrid,0,184680
Cybersecurity Analyst,Diploma,13,17,Government,Enterprise,Australia,No,4,176288
Actuary,Bachelor,8,15,Technology,Large,USA,No,0,200048
Math teacher,High School,8,11,Consulting,Small,Germany,Hybrid,0,129462
Math teacher,Master,1,8,Education,Large,Australia,Yes,2,142017
Data Analyst,Master,18,16,Manufacturing,Large,Remote,Hybrid,1,142936
AI researcher,Bachelor,13,17,Technology,Enterprise,Canada,Yes,0,208716
AI researcher,Master,8,11,Consulting,Large,Canada,Yes,1,173143
Cybersecurity Analyst,Diploma,13,16,Education,Medium,Sweden,No,5,146867
AI researcher,Diploma,19,4,Government,Medium,UK,Yes,5,176494
Systems analyst,Bachelor,6,16,Consulting,Startup,Germany,Yes,3,115928
Operations research analyst,PhD,16,4,Finance,Medium,Germany,Yes,0,203015
Math teacher,High School,11,10,Retail,Startup,Singapore,Hybrid,1,123238
Actuary,PhD,5,7,Technology,Startup,Singapore,No,0,134113
Data Analyst,High School,5,10,Government,Small,India,Hybrid,2,53090
Software Engineer,High School,5,7,Finance,Small,USA,Yes,2,133549
Cybersecurity Analyst,Master,0,18,Technology,Enterprise,Netherlands,Hybrid,5,156868
Actuary,Master,19,1,Finance,Enterprise,Germany,Hybrid,4,237679
Math teacher,High School,10,12,Healthcare,Small,UK,Hybrid,4,147525
Data Scientist,PhD,9,17,Manufacturing,Startup,Germany,Hybrid,4,155764
Cybersecurity Analyst,Diploma,5,19,Telecom,Startup,Australia,No,3,109061
Cybersecurity Analyst,PhD,16,8,Media,Enterprise,Germany,Hybrid,4,209172
Data Analyst,Bachelor,10,7,Consulting,Medium,India,No,3,74524
Cybersecurity Analyst,High School,4,3,Finance,Large,India,Hybrid,4,78811
Math teacher,Bachelor,1,15,Telecom,Startup,UK,Yes,2,127673
Math teacher,High School,5,10,Healthcare,Startup,Canada,No,1,116758
Statistician,Master,4,6,Media,Medium,Netherlands,Yes,5,110050
Actuary,High School,15,4,Telecom,Large,Australia,Hybrid,2,156357
Risk analyst,Master,9,11,Education,Enterprise,India,Hybrid,5,122061
Data Analyst,High School,12,5,Education,Medium,USA,Hybrid,0,125325
Systems analyst,Diploma,0,12,Healthcare,Large,India,Hybrid,4,81069
AI researcher,High School,9,2,Education,Small,Germany,No,0,98696
Math teacher,Master,16,8,Education,Small,Singapore,No,0,157036
Software Engineer,Diploma,18,2,Government,Medium,USA,Yes,3,177589
Software Engineer,PhD,0,11,Finance,Enterprise,USA,No,3,188052
Systems analyst,Master,8,15,Education,Small,Germany,Yes,1,137345
Risk analyst,Bachelor,15,5,Technology,Small,India,Yes,2,96430
Risk analyst,High School,20,7,Media,Small,Canada,No,5,181590
Software Engineer,Master,18,17,Education,Enterprise,Sweden,Hybrid,2,197724
Data Scientist,Bachelor,12,14,Government,Medium,India,Yes,2,95811
Data Scientist,Diploma,9,2,Consulting,Small,Singapore,Yes,0,114672
Cybersecurity Analyst,Master,20,10,Retail,Large,Netherlands,Yes,1,189256
Risk analyst,Bachelor,0,5,Retail,Small,India,Hybrid,2,73236
Cybersecurity Analyst,Bachelor,6,12,Telecom,Large,Australia,No,3,142198
Math teacher,Master,3,2,Healthcare,Large,USA,No,4,181259
Actuary,Bachelor,5,3,Consulting,Enterprise,Singapore,No,4,150646
Data Scientist,Bachelor,1,2,Media,Enterprise,Singapore,Yes,0,125597
Data Analyst,Diploma,12,16,Telecom,Enterprise,Remote,No,5,129615
Systems analyst,Master,14,12,Healthcare,Medium,Singapore,No,0,133678
Actuary,High School,0,1,Media,Small,Netherlands,No,3,95098
Math teacher,Bachelor,10,8,Government,Large,Australia,Yes,4,167108
AI researcher,PhD,0,7,Media,Medium,Singapore,Yes,0,122463
Statistician,High School,19,9,Consulting,Enterprise,Australia,Hybrid,3,143180
Operations research analyst,Diploma,4,13,Retail,Small,USA,Yes,2,179681
Systems analyst,High School,19,2,Manufacturing,Large,USA,Yes,4,187358
Math teacher,Bachelor,14,9,Education,Startup,Germany,Yes,1,147316
AI researcher,High School,8,14,Government,Large,Singapore,Yes,4,139172
Actuary,Diploma,8,1,Healthcare,Small,Netherlands,No,4,125816
Math teacher,Diploma,12,17,Technology,Large,Australia,Hybrid,0,151107
Cybersecurity Analyst,PhD,17,17,Telecom,Enterprise,Singapore,Yes,0,220452
Systems analyst,Bachelor,16,17,Technology,Large,Remote,No,4,151256
Systems analyst,PhD,15,4,Education,Startup,Netherlands,No,1,130500
Data Scientist,Master,16,4,Consulting,Startup,Remote,No,3,148327
Actuary,PhD,19,13,Retail,Medium,India,Hybrid,3,138051
Software Engineer,Bachelor,17,4,Government,Large,Germany,Yes,5,185018
Data Scientist,Diploma,2,18,Consulting,Small,Remote,No,5,118221
Math teacher,Bachelor,14,16,Government,Small,Sweden,No,0,154709
Data Scientist,Diploma,9,1,Technology,Medium,Germany,No,2,128735
Software Engineer,Bachelor,8,3,Government,Small,Australia,Yes,3,119362
Data Scientist,Bachelor,2,15,Healthcare,Startup,Singapore,Yes,2,98556
AI researcher,PhD,20,4,Telecom,Medium,Singapore,Hybrid,2,169581
Statistician,Diploma,14,15,Media,Large,UK,No,4,150611
Statistician,High School,6,9,Education,Startup,Germany,Yes,5,96469
Data Scientist,Diploma,19,16,Retail,Large,Netherlands,Hybrid,5,176056
Operations research analyst,High School,1,5,Technology,Medium,Germany,No,2,132491
Actuary,Diploma,0,6,Consulting,Small,Australia,Hybrid,3,106205
Actuary,Master,8,1,Media,Startup,Remote,Hybrid,5,133996
Software Engineer,High School,16,10,Education,Large,Sweden,Hybrid,3,142341
Software Engineer,High School,17,14,Government,Large,Remote,Yes,3,169162
AI researcher,PhD,6,5,Consulting,Small,USA,Hybrid,4,154702
Financial modeler,Diploma,14,19,Finance,Large,USA,No,1,211867
Math teacher,Diploma,12,1,Consulting,Startup,Remote,Yes,3,120843
Financial modeler,Bachelor,4,14,Education,Small,Australia,Yes,3,117803
AI researcher,Master,8,12,Manufacturing,Medium,Remote,No,3,133117
Actuary,Diploma,16,9,Telecom,Enterprise,Canada,No,3,219267
Operations research analyst,PhD,8,3,Healthcare,Large,USA,Hybrid,3,238263
Systems analyst,Master,7,11,Finance,Enterprise,USA,Yes,2,190781
AI researcher,Master,20,17,Manufacturing,Medium,Netherlands,No,3,166552
Data Analyst,Bachelor,9,19,Education,Startup,India,Hybrid,1,75561
Software Engineer,Diploma,14,7,Healthcare,Enterprise,Canada,Hybrid,3,184235
Operations research analyst,Master,4,8,Manufacturing,Startup,India,Hybrid,5,100385
Data Analyst,PhD,16,13,Education,Large,Sweden,Hybrid,2,158850
Data Scientist,Bachelor,1,16,Government,Medium,Australia,Hybrid,0,110785
Risk analyst,Master,9,14,Consulting,Large,Singapore,Yes,2,173354
Systems analyst,High School,17,14,Finance,Medium,USA,No,2,167948
Data Scientist,Diploma,20,15,Government,Medium,Singapore,Yes,5,163799
Data Scientist,PhD,3,6,Healthcare,Large,USA,No,5,198001
Operations research analyst,Diploma,0,18,Media,Small,India,Hybrid,2,87203
Operations research analyst,PhD,1,10,Manufacturing,Small,Australia,Yes,3,156034
Risk analyst,High School,12,9,Retail,Startup,Singapore,Hybrid,2,109174
Math teacher,PhD,20,11,Consulting,Startup,UK,Hybrid,1,194859
Software Engineer,Master,0,7,Education,Medium,Sweden,No,0,109753
Cybersecurity Analyst,Diploma,5,3,Retail,Startup,India,Hybrid,0,70951
